410000.0,225.2
420000.0,187.5
430000.0,195.8
440000.0,172.2
450000.0,169.7
460000.0,171.0
470000.0,181.4
480000.0,179.8
490000.0,174.0
500000.0,178.1
510000.0,174.8
520000.0,176.5
530000.0,174.7
540000.0,183.0
550000.0,170.5
560000.0,168.6
570000.0,170.4
580000.0,168.5
590000.0,167.2
600000.0,174.3
610000.0,171.4
620000.0,173.1
630000.0,171.9
640000.0,169.5
650000.0,177.8
660000.0,184.6
670000.0,236.4
680000.0,211.0
690000.0,175.0
700000.0,177.9
710000.0,177.5
720000.0,184.1
730000.0,174.7
740000.0,170.4
750000.0,174.2
760000.0,135.5
770000.0,133.0
780000.0,135.5
790000.0,131.6
800000.0,133.5
810000.0,132.0
820000.0,130.4
830000.0,132.1
840000.0,132.2
850000.0,130.5
860000.0,131.6
870000.0,128.9
880000.0,129.8
890000.0,128.5
900000.0,129.4
910000.0,129.4
920000.0,130.6
930000.0,128.5
940000.0,130.6
950000.0,131.0
960000.0,129.8
970000.0,129.4
980000.0,132.3
990000.0,129.0
1000000.0,129.9
