410000.0,153.6
420000.0,118.3
430000.0,118.9
440000.0,113.6
450000.0,113.3
460000.0,122.9
470000.0,119.4
480000.0,115.2
490000.0,117.5
500000.0,126.1
510000.0,94.1
520000.0,89.9
530000.0,89.6
540000.0,93.2
550000.0,89.6
560000.0,88.0
570000.0,88.8
580000.0,88.0
590000.0,91.2
600000.0,88.6
610000.0,90.9
620000.0,87.7
630000.0,87.9
640000.0,89.1
650000.0,89.9
660000.0,89.2
670000.0,85.9
680000.0,89.9
690000.0,87.5
700000.0,85.6
710000.0,85.5
720000.0,85.3
730000.0,84.4
740000.0,85.6
750000.0,84.8
760000.0,85.4
770000.0,85.4
780000.0,84.7
790000.0,85.7
800000.0,85.8
810000.0,85.6
820000.0,85.7
830000.0,84.7
840000.0,85.5
850000.0,86.5
860000.0,84.9
870000.0,87.2
880000.0,86.3
890000.0,88.9
900000.0,87.3
910000.0,85.9
920000.0,89.6
930000.0,92.9
940000.0,95.8
950000.0,124.8
960000.0,100.0
970000.0,89.9
980000.0,85.7
990000.0,87.2
1000000.0,87.8
