0.005,202.7
0.01,168.4
0.015,192.0
0.02,173.1
0.025,174.1
0.03,190.6
0.035,165.2
0.04,167.4
0.045,173.3
0.05,189.8
0.055,134.8
0.06,132.7
0.065,129.6
0.07,130.5
0.075,128.9
0.08,160.6
0.085,146.6
0.09,128.6
0.095,129.4
0.1,133.1
0.105,133.7
0.11,127.8
0.115,127.5
0.12,137.1
0.125,128.6
0.13,127.8
0.135,132.1
0.14,130.9
0.145,134.3
0.15,132.9
0.155,140.3
0.16,133.9
0.165,134.2
0.17,144.0
0.175,143.1
0.18,135.9
0.185,139.4
0.19,143.4
0.195,151.3
0.2,146.5
0.205,234.6
0.21,153.6
0.215,162.0
0.22,148.5
0.225,148.3
0.23,136.7
0.235,136.7
0.24,140.6
0.245,138.2
0.25,144.8
0.255,144.9
0.26,142.2
0.265,144.0
0.27,144.6
0.275,137.0
0.28,139.0
0.285,142.1
0.29,139.8
0.295,134.7
0.3,135.2
