410000.0,333.6
420000.0,292.8
430000.0,282.7
440000.0,290.4
450000.0,278.4
460000.0,279.4
470000.0,298.6
480000.0,292.2
490000.0,287.3
500000.0,287.7
510000.0,189.8
520000.0,188.8
530000.0,190.2
540000.0,189.1
550000.0,189.8
560000.0,186.4
570000.0,194.0
580000.0,187.6
590000.0,187.2
600000.0,188.6
610000.0,186.6
620000.0,189.7
630000.0,187.5
640000.0,189.4
650000.0,189.4
660000.0,188.8
670000.0,189.6
680000.0,196.7
690000.0,238.8
700000.0,230.7
710000.0,196.8
720000.0,196.5
730000.0,192.3
740000.0,197.7
750000.0,193.5
760000.0,191.2
770000.0,188.9
780000.0,189.0
790000.0,190.3
800000.0,188.8
810000.0,203.8
820000.0,199.6
830000.0,196.7
840000.0,193.1
850000.0,194.5
860000.0,191.3
870000.0,190.0
880000.0,202.5
890000.0,190.8
900000.0,189.7
910000.0,192.1
920000.0,190.2
930000.0,187.9
940000.0,190.2
950000.0,188.7
960000.0,188.5
970000.0,189.1
980000.0,189.6
990000.0,198.4
1000000.0,252.8
