410000.0,486.4
420000.0,429.1
430000.0,447.3
440000.0,431.5
450000.0,425.7
460000.0,454.2
470000.0,485.1
480000.0,442.1
490000.0,466.7
500000.0,466.5
510000.0,420.1
520000.0,422.1
530000.0,427.1
540000.0,439.8
550000.0,428.8
560000.0,430.8
570000.0,433.1
580000.0,439.7
590000.0,483.7
600000.0,423.9
610000.0,428.1
620000.0,420.5
630000.0,410.4
640000.0,433.4
650000.0,432.6
660000.0,451.0
670000.0,427.2
680000.0,445.9
690000.0,435.2
700000.0,428.1
710000.0,439.8
720000.0,420.2
730000.0,414.5
740000.0,424.2
750000.0,432.7
760000.0,285.5
770000.0,282.3
780000.0,282.3
790000.0,283.8
800000.0,289.6
810000.0,284.1
820000.0,283.5
830000.0,283.1
840000.0,284.2
850000.0,294.0
860000.0,287.0
870000.0,286.4
880000.0,282.7
890000.0,284.8
900000.0,286.7
910000.0,288.5
920000.0,368.0
930000.0,293.1
940000.0,293.3
950000.0,286.2
960000.0,285.5
970000.0,283.6
980000.0,284.1
990000.0,282.7
1000000.0,286.0
